agency,facility,active,owner,facility_type,id,city,agency_type,public_remarks,source,state,latitude,zip_code,nprid,address,remarks,slug,name,reverse_geocoded,url,longitude,entry,owner_type,smooth-surface-throughout,transfer-stations-to-play-components,ramps-to-play-components,accessible-swing,sound-play-components,sight-impaired-play-components,safety-fence,single-entrance
,PS 47X,,City of New York - Public Schools,,980,Bronx,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8324,10472,1033,1794 E. 172nd Street,,playground-at-ps-47x-bronx-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8669,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 48K,,City of New York - Public Schools,,981,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6215,11204,1034,6015 18 Avenue,,playground-at-ps-48k-brooklyn-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9869,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 48M,,City of New York - Public Schools,,982,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8531,10033,1035,"4360 Broadway, NYC, NY 10033",,playground-at-ps-48m-new-york-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9339,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 4R,,City of New York - Public Schools,,983,Staten Island,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.5522,10312,1036,200 Nedra Place,,playground-at-ps-4r-staten-island-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-74.1949,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 50Q,,City of New York - Public Schools,,984,Jamaica,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6954,11435,1037,143-26 101st Avenue,,playground-at-ps-50q-jamaica-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8062,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 51Q,,City of New York - Public Schools,,985,Richmond Hill,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6981,11418,1038,87-45 117 Street,,playground-at-ps-51q-richmond-hill-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8315,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 52Q,,City of New York - Public Schools,,986,Jamaica,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6617,11434,1039,178-37 146 Terrace,,playground-at-ps-52q-jamaica-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.7665,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 54R,,City of New York - Public Schools,,987,Staten Island,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6027,10314,1040,1060 Willowbrook Road,,playground-at-ps-54r-staten-island-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-74.1375,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 56R,,City of New York - Public Schools,,988,Staten Island,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.5418,10309,1041,250 Kramer Avenue,,playground-at-ps-56r-staten-island-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-74.2139,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 57R,,City of New York - Public Schools,,989,Staten Island,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.611,10304,1042,140 Palma Drive,,playground-at-ps-57r-staten-island-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-74.0832,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 58Q,,City of New York - Public Schools,,990,Maspeth,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.729,11378,1043,72-50 Grand Ave,,playground-at-ps-58q-maspeth-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8898,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 58R,,City of New York - Public Schools,,991,Staten Island,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.5829,10314,1044,77 Marsh Avenue,,playground-at-ps-58r-staten-island-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-74.1605,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 5M,,City of New York - Public Schools,,992,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8592,10040,1045,"3703 10th Avenue, NYC, NY 10034",,playground-at-ps-5m-new-york-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9225,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 60Q,,City of New York - Public Schools,,993,Woodhaven,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6911,11421,1046,91-02 88th Avenue,,playground-at-ps-60q-woodhaven-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8525,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 60R,,City of New York - Public Schools,,994,Staten Island,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6106,10314,1047,55 Merrill Avenue,,playground-at-ps-60r-staten-island-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-74.1631,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 62Q,,City of New York - Public Schools,,995,South Richmond Hill,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6883,11419,1048,97-25 108 Street,,playground-at-ps-62q-south-richmond-hill-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8355,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 64X,,City of New York - Public Schools,,996,Bronx,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8405,10452,1049,1425 Walton Ave.,,playground-at-ps-64x-bronx-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9161,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 66Q,,City of New York - Public Schools,,997,Richmond Hill,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6981,11418,1050,85-11 102 Street,,playground-at-ps-66q-richmond-hill-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8463,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 66X,,City of New York - Public Schools,,998,Bronx,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8318,10460,1051,1001 Jennings Street,,playground-at-ps-66x-bronx-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8864,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 68X,,City of New York - Public Schools,,999,Bronx,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8918,10466,1052,4011 Monticello Ave,,playground-at-ps-68x-bronx-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.839,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 69K,,City of New York - Public Schools,,1000,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6323,11220,1053,63-02 9th Avenue,,playground-at-ps-69k-brooklyn-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-74.01,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 69Q,,City of New York - Public Schools,,1001,Jackson Heights,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7486,11372,1054,77-02 37 Avenue,,playground-at-ps-69q-jackson-heights-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8884,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 69R,,City of New York - Public Schools,,1002,Staten Island,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.591,10314,1055,144 Keating Place,,playground-at-ps-69r-staten-island-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-74.1577,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 6K,,City of New York - Public Schools,,1003,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6489,11226,1056,43 Snyder Ave,,playground-at-ps-6k-brooklyn-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9566,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 6R,,City of New York - Public Schools,,1004,Staten Island,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.5104,10309,1057,555 Page Ave.,,playground-at-ps-6r-staten-island-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-74.23,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 721Q,,City of New York - Public Schools,,1005,Elmhurst,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7356,11373,1058,57-12 94 Street ,,playground-at-ps-721q-elmhurst-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8675,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 76M,,City of New York - Public Schools,,1006,New York,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8063,10027,1059,220 West 121 Street,,playground-at-ps-76m-new-york-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9514,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 76X,,City of New York - Public Schools,,1007,Bronx,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8689,10469,1060,900 Adee Ave.,,playground-at-ps-76x-bronx-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.861,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 78X,,City of New York - Public Schools,,1008,Bronx,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8784,10469,1061,1400 Needham Ave.,,playground-at-ps-78x-bronx-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8505,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 79Q,,City of New York - Public Schools,,1009,Whitestone,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7863,11357,1062,147-27 15th Drive,,playground-at-ps-79q-whitestone-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8169,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 7X,,City of New York - Public Schools,,1010,Bronx,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8816,10463,1063,3201 Kingsbridge Avenue,,playground-at-ps-7x-bronx-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9054,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 87X,,City of New York - Public Schools,,1011,Bronx,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8958,10466,1064,1935 Bussing Ave.,,playground-at-ps-87x-bronx-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8462,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 89Q,,City of New York - Public Schools,,1012,Elmhurst,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7461,11373,1065,85-28 Britton Avenue,,playground-at-ps-89q-elmhurst-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8799,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 90Q,,City of New York - Public Schools,,1013,Elmhurst,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7461,11373,1066,86-50 109 Street,,playground-at-ps-90q-elmhurst-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8799,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 91Q,,City of New York - Public Schools,,1014,Ridgewood,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7035,11385,1067,68-10 Central Avenue,,playground-at-ps-91q-ridgewood-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8838,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 91X,,City of New York - Public Schools,,1015,Bronx,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8574,10453,1068,2200 Aqueduct Ave.,,playground-at-ps-91x-bronx-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9072,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 93K,,City of New York - Public Schools,,1016,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6793,11216,1069,31 New York Avenue,,playground-at-ps-93k-brooklyn-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9463,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 93X,,City of New York - Public Schools,,1017,Bronx,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.823,10473,1070,1535 Story Avenue,,playground-at-ps-93x-bronx-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8775,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 94K,,City of New York - Public Schools,,1018,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6438,11220,1071,5010 6th Avenue,,playground-at-ps-94k-brooklyn-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-74.009,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 96Q,,City of New York - Public Schools,,1019,South Ozone Park,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6755,11420,1072,130-01 Rockaway Blvd.,,playground-at-ps-96q-south-ozone-park-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8079,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 97K,,City of New York - Public Schools,,1020,Brooklyn,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.6015,11223,1073,1855 Stillwell Avenue,,playground-at-ps-97k-brooklyn-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.9855,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 97X,,City of New York - Public Schools,,1021,Bronx,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.8636,10469,1074,1375 Mace Avenue,,playground-at-ps-97x-bronx-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.8468,,Municipal/Local Government,True,True,False,False,False,False,False,False
,PS 98Q,,City of New York - Public Schools,,1022,Little Neck,,Level 4: Accessible playgrounds with Transfer Platforms and Ground Level Play Features,,NY,40.7692,11363,1075,40-20 235 St,,playground-at-ps-98q-little-neck-ny,,,http://www.nycgovparks.org/facilities/playgrounds/,-73.7501,,Municipal/Local Government,True,True,False,False,False,False,False,False
